 본부명 , 지사명 , 노선명 , 구간 , 방 향 , 5km , 발생건수 ,위도,경도,발생년도
강원,강릉,동해선,15~20,근덕,15,3,37.486,129.091,2019
강원,강릉,동해선,50~55,속초,50,3,37.691,128.897,2019
강원,양양,동해선,100~105,속초,100,3,38.057,128.63,2019
강원,원주,영동선,115~120,강릉,115,3,37.316,127.831,2019
강원,원주,영동선,140~145,서창,140,4,37.445,128.036,2019
강원,이천,영동선,55~60,강릉,55,7,37.248,127.235,2019
강원,이천,영동선,60~65,강릉,60,12,37.239,127.289,2019
강원,이천,영동선,65~70,강릉,65,3,37.252,127.342,2019
강원,이천,영동선,70~75,강릉,70,3,37.24,127.393,2019
강원,이천,영동선,75~80,강릉,75,11,37.237,127.446,2019
강원,이천,영동선,80~85,강릉,80,8,37.245,127.501,2019
강원,이천,영동선,50~55,서창,50,4,37.269,127.186,2019
강원,이천,영동선,55~60,서창,55,8,37.248,127.235,2019
강원,이천,영동선,60~65,서창,60,4,37.239,127.289,2019
강원,이천,영동선,70~75,서창,70,3,37.24,127.393,2019
강원,이천,영동선,75~80,서창,75,6,37.237,127.446,2019
강원,이천,중부내륙선,270~275,창원,270,3,37.27,127.582,2019
강원,홍천,중앙선,315~320,부산,315,7,37.341,127.913,2019
강원,홍천,중앙선,320~325,부산,320,3,37.383,127.894,2019
강원,홍천,중앙선,345~350,부산,345,3,37.573,127.973,2019
강원,홍천,중앙선,360~365,부산,360,6,37.67,127.874,2019
강원,홍천,중앙선,370~375,부산,370,9,37.725,127.797,2019
강원,홍천,중앙선,375~380,부산,375,3,37.766,127.791,2019
강원,홍천,중앙선,315~320,춘천,315,8,37.341,127.913,2019
강원,홍천,중앙선,320~325,춘천,320,3,37.383,127.894,2019
강원,홍천,중앙선,335~340,춘천,335,5,37.497,127.959,2019
강원,홍천,중앙선,340~345,춘천,340,4,37.53,127.979,2019
충북,보은,청주상주선,5~10,상주,5,3,36.546,127.479,2019
충북,보은,청주상주선,40~45,상주,40,4,36.456,127.836,2019
충북,보은,청주상주선,45~50,상주,45,4,36.447,127.888,2019
충북,보은,청주상주선,70~75,상주,70,7,36.37,128.132,2019
충북,보은,청주상주선,70~75,청주,70,3,36.37,128.132,2019
충북,엄정,평택제천선,55~60,제천,55,3,36.947,127.443,2019
충북,제천,중앙선,275~280,부산,275,3,37.084,128.17,2019
충북,제천,중앙선,280~285,부산,280,3,37.121,128.15,2019
충북,제천,중앙선,290~295,부산,290,5,37.202,128.118,2019
충북,제천,중앙선,295~300,부산,295,9,37.233,128.081,2019
충북,제천,중앙선,260~265,춘천,260,6,37.005,128.294,2019
충북,제천,중앙선,275~280,춘천,275,5,37.084,128.17,2019
충북,제천,중앙선,280~285,춘천,280,4,37.121,128.15,2019
충북,제천,중앙선,290~295,춘천,290,4,37.202,128.118,2019
충북,제천,중앙선,295~300,춘천,295,9,37.233,128.081,2019
충북,제천,중앙선,310~315,춘천,310,3,37.313,127.955,2019
충북,진천,중부선,260~265,통영,260,3,36.709,127.438,2019
충북,진천,중부선,280~285,통영,280,3,36.859,127.481,2019
충북,진천,중부선,305~310,통영,305,3,37.077,127.463,2019
충북,진천,중부선,245~250,하남,245,3,36.579,127.428,2019
충북,진천,중부선,295~300,하남,295,3,36.991,127.475,2019
충북,충주,중부내륙선,260~265,양평,260,3,37.188,127.613,2019
충북,충주,중부내륙선,235~240,창원,235,3,37.038,127.784,2019
대전충남,공주,당진대전선,20~25,당진,20,3,36.714,126.759,2019
대전충남,공주,당진대전선,40~45,당진,40,3,36.59,126.901,2019
대전충남,공주,당진대전선,45~50,당진,45,5,36.574,126.951,2019
대전충남,공주,당진대전선,65~70,당진,65,7,36.487,127.114,2019
대전충남,공주,당진대전선,70~75,당진,70,4,36.498,127.165,2019
대전충남,공주,당진대전선,75~80,당진,75,4,36.488,127.216,2019
대전충남,공주,당진대전선,80~85,당진,80,10,36.459,127.25,2019
대전충남,공주,당진대전선,85~90,당진,85,4,36.428,127.288,2019
대전충남,공주,당진대전선,30~35,대전,30,4,36.647,126.825,2019
대전충남,공주,당진대전선,35~40,대전,35,3,36.609,126.855,2019
대전충남,공주,당진대전선,45~50,대전,45,5,36.574,126.951,2019
대전충남,공주,당진대전선,50~55,대전,50,5,36.545,126.99,2019
대전충남,공주,당진대전선,55~60,대전,55,5,36.505,127.012,2019
대전충남,공주,당진대전선,65~70,대전,65,14,36.487,127.114,2019
대전충남,공주,당진대전선,70~75,대전,70,14,36.498,127.165,2019
대전충남,공주,당진대전선,80~85,대전,80,3,36.459,127.25,2019
대전충남,공주,당진대전선,85~90,대전,85,9,36.428,127.288,2019
대전충남,당진,서해안선,255~260,서울,255,3,36.851,126.619,2019
대전충남,당진,서해안선,270~275,서울,270,8,36.919,126.759,2019
대전충남,대전,경부선,285~290,부산,285,3,36.466,127.418,2019
대전충남,대전,경부선,290~295,부산,290,3,36.507,127.429,2019
대전충남,대전,경부선,300~305,부산,300,5,36.595,127.423,2019
대전충남,대전,경부선,265~270,서울,265,3,36.348,127.518,2019
대전충남,대전,호남지선,40~45,논산,40,3,36.426,127.081,2019
대전충남,대전,호남지선,50~55,회덕,50,5,36.508,127.109,2019
대전충남,부여,서천공주선,20~25,공주,20,3,36.217,126.777,2019
대전충남,부여,서천공주선,10~15,서천,10,3,36.128,126.766,2019
대전충남,부여,서천공주선,20~25,서천,20,3,36.217,126.777,2019
대전충남,부여,서천공주선,25~30,서천,25,5,36.258,126.798,2019
대전충남,부여,서천공주선,30~35,서천,30,3,36.287,126.838,2019
대전충남,부여,서천공주선,35~40,서천,35,3,36.32,126.876,2019
대전충남,부여,서천공주선,40~45,서천,40,4,36.353,126.913,2019
대전충남,영동,경부선,260~265,부산,260,3,36.318,127.556,2019
대전충남,영동,경부선,220~225,서울,220,4,36.216,127.932,2019
대전충남,영동,경부선,255~260,서울,255,8,36.295,127.603,2019
대전충남,영동,대전남부순환선,10~15,서대전,10,3,36.278,127.422,2019
대전충남,천안,경부선,305~310,부산,305,4,36.625,127.384,2019
대전충남,천안,경부선,310~315,부산,310,4,36.668,127.373,2019
대전충남,천안,경부선,320~325,부산,320,4,36.726,127.309,2019
대전충남,천안,경부선,330~335,부산,330,3,36.76,127.217,2019
대전충남,천안,경부선,340~345,부산,340,4,36.825,127.168,2019
대전충남,천안,경부선,305~310,서울,305,3,36.625,127.384,2019
대전충남,천안,경부선,325~330,서울,325,3,36.735,127.256,2019
대전충남,천안,경부선,330~335,서울,330,4,36.76,127.217,2019
전북,논산,호남지선,10~15,논산,10,3,36.161,127.054,2019
전북,논산,호남지선,15~20,논산,15,3,36.206,127.051,2019
전북,무주,중부선,185~190,통영,185,3,36.105,127.518,2019
전북,무주,중부선,135~140,하남,135,4,35.73,127.609,2019
전북,보령,서해안선,185~190,목포,185,4,36.267,126.569,2019
전북,보령,서해안선,195~200,목포,195,5,36.343,126.564,2019
전북,보령,서해안선,200~205,목포,200,3,36.387,126.555,2019
전북,보령,서해안선,165~170,서울,165,3,36.109,126.647,2019
전북,부안,서해안선,65~70,목포,65,3,35.357,126.583,2019
전북,전주,호남선,160~165,순천,160,3,35.798,127.024,2019
광주전남,구례,순천완주선,50~55,순천,50,4,35.341,127.351,2019
광주전남,남원,광주대구선,35~40,광주,35,3,35.366,127.19,2019
광주전남,담양,호남선,45~50,천안,45,3,35.242,127.187,2019
광주전남,순천,호남선,15~20,천안,15,3,35.029,127.323,2019
대구경북,영주,중앙선,220~225,부산,220,3,36.771,128.571,2019
대구경북,영천,대구포항선,40~45,대구,40,3,36.054,129.034,2019
대구경북,청송,당진영덕선,95~100,영덕,95,3,36.399,128.398,2019
대구경북,청송,당진영덕선,165~170,영덕,165,3,36.494,129.13,2019
부산경남,고성,중부선,45~50,통영,45,3,35.129,128.128,2019
